STATE ABBREVIATION,DISTRICT,INCUMBENT INDICATOR,NAME,PARTY,PRIMARY RESULTS,RUNOFF RESULTS,GENERAL ,COMBINED PARTIES
MI,1,,"Johnson, Sven",D,"5,051",,,
MI,1,(I),"Stupak, Bart",D,"40,601",,"169,649",
MI,1,,"Loosemore, John W.",LBT,,,"1,757",
MI,1,,"Conway, Wendy",NL,,,"1,839",
MI,1,,"Yob, Chuck",R,"40,491",,"117,300",
MI,1,,"Johnson, Sven",W,,,24,
MI,2,,"Shrauger, Bob",D,"12,786",,"96,370",
MI,2,,"Smith, Bruce A.",LBT,,,"2,639",
MI,2,,"Goldberg, Susan J.",NL,,,"2,705",
MI,2,(I),"Hoekstra, Peter",R,"57,170",,"186,762",
MI,2,,"Graeser, Ronald E.",UST,,,"1,449",
MI,3,,"Frushour, Gregory A.",D,"3,877",,,
MI,3,,"Steele, Timothy W.",D,"10,743",,"91,309",
MI,3,,"Haas, Erwin J.",LBT,,,"2,403",
MI,3,,"Berta, Jerry",NL,,,866,
MI,3,(I),"Ehlers, Vernon",R,"59,202",,"179,539",
MI,3,,"Lowndes, Kenneth L.",REF,,,"1,053",
MI,3,,"Grego, Tom",UST,,,"1,093",
MI,4,,"Hollenbeck, Lawrence D.",D,"15,785",,"78,019",
MI,4,,"Gamble, Alan",GRN,,,"3,790",
MI,4,,"Whitelock, Richard",LBT,,,"2,112",
MI,4,,"Goldberg, Stuart J.",NL,,,792,
MI,4,(I),"Camp, Dave",R,"51,264",,"182,128",
MI,4,,"Emerick, John",UST,,,978,
MI,5,(I),"Barcia, James A.",D,"43,120",,"184,048",
MI,5,,"Foster, Clint",LBT,,,"3,070",
MI,5,,"Ellison, Brian D.",NL,,,"1,345",
MI,5,,"Actis, Ronald G.",R,"26,562",,"59,274",
MI,6,,"Bupp, James",D,"6,386",,"68,532",
MI,6,,"Bradley, William",LBT,,,"3,573",
MI,6,(I),"Upton, Fred",R,"45,192",,"159,373",
MI,6,,"Overton, Richard M.",REF,,,"1,872",
MI,6,,"James, C. Dennis",UST,,,"1,290",
MI,7,,"Crittendon, Jennie",D,"8,406",,"86,080",
MI,7,,"Broda, Robert Jr.",LBT,,,"2,158",
MI,7,,"Petrosoff, Gail Anne",NL,,,"1,159",
MI,7,(I),"Smith, Nick",R,"37,729",,"147,369",
MI,7,,"Spencer, Perry",REF,,,"2,359",
MI,7,,"Cousino, Steve",UST,,,"1,878",
MI,7,,"Wunsch, Richard",W,,,7,
MI,8,,"Byrum, Dianne",D,"24,195",,"145,079",
MI,8,,"Bucqueroux, Bonnie",GRN,,,"3,467",
MI,8,,"Eyster, James Parry",LBT,,,"2,467",
MI,8,,"Allen, Patricia Rayfield",NL,,,715,
MI,8,,"Rogers, Mike",R,"30,441",,"145,190",
MI,8,,"Gualdoni, Francisco R.",UST,,,691,
MI,9,(I),"Kildee, Dale E.",D,"27,034",,"158,184",
MI,9,,"Martin, Laurie M.",LBT,,,"5,337",
MI,9,,"BoucheÍ, Alaya",NL,,,824,
MI,9,,"Garrett, Grant",R,"11,541",,"92,926",
MI,9,,"Geisler, John W.",R,"10,965",,,
MI,9,,"Iovannitti, Carlo",R,"4,297",,,
MI,9,,"Haines, Terry R.",UST,,,"1,657",
MI,10,,"America, Anthony",D,"1,708",,,
MI,10,(I),"Bonior, David E.",D,"31,835",,"181,818",
MI,10,,"Fundaro, Mario",D,"2,137",,,
MI,10,,"Friend, R.",LBT,,,"4,412",
MI,10,,"Turner, Tom",R,"24,259",,"93,713",
MI,10,,"Pilchak, Joseph M.",UST,,,"2,322",
MI,10,,"America, Anthony",W,,,4,
MI,11,,"Frumin, Matthew",D,"21,121",,"124,053",
MI,11,,"MacDermaid, Marilyn",GRN,,,"4,191",
MI,11,,"Gach, Dick",LBT,,,"3,371",
MI,11,,"Hixson, Bonnie",NL,,,"1,228",
MI,11,(I),"Knollenberg, Joe",R,"39,798",,"170,790",
MI,11,,"Ditzhazy, Joseph Andrew Jr.",REF,,,"1,425",
MI,11,,"Malone, Daniel E.",UST,,,"1,244",
MI,12,(I),"Levin, Sander",D,"25,549",,"157,720",
MI,12,,"Ness, Thomas",GRN,,,"4,137",
MI,12,,"Le Cureaux, Andrew",LBT,,,"3,630",
MI,12,,"Rosenberg, Fred D.",NL,,,887,
MI,12,,"Baron, Bart",R,"18,154",,"78,795",
MI,13,(I),"Rivers, Lynn Nancy",D,"24,469",,"160,084",
MI,13,,"Corliss, Karin R.",LBT,,,"4,578",
MI,13,,"Arndt, David",NL,,,"1,304",
MI,13,,"Berry, Carl F.",R,"13,363",,"79,445",
MI,13,,"Dunn, Harold H.",UST,,,"2,110",
MI,14,(I),"Conyers, John Jr.",D,"48,014",,"168,982",
MI,14,,"Catalfio, Constance J.",LBT,,,"2,113",
MI,14,,"Miller, Richard R.",NL,,,"1,030",
MI,14,,"Ashe, William A.",R,"3,538",,"17,582",
MI,15,(I),"Kilpatrick, Carolyn Cheeks",D,"40,993",,"140,609",
MI,15,,"Warner, Raymond H.",LBT,,,"1,690",
MI,15,,"Smith, Gregory Frank",NL,,,714,
MI,15,,"Boyd-Fields, Chrysanthea D.",R,"2,336",,"14,336",
MI,15,,"Thomas, Robert L.",UST,,,"1,402",
MI,16,(I),"Dingell, John D.",D,"35,574",,"167,142",
MI,16,,"Hlavac, Edward Andrew",LBT,,,"2,814",
MI,16,,"Hamze, N. Fouad",NL,,,938,
MI,16,,"Morse, William",R,"11,908",,"62,469",
MI,16,,"Larkin, Ken",UST,,,"2,154",
MN,1,,"Rieder, Mary",DFL,"31,244",,"117,946",
MN,1,,"Osness, Rich",LBT,,,"5,440",
MN,1,(I),"Gutknecht, Gil",R,"17,824",,"159,835",
MN,2,,"Burda, Dennis A.",CON,170,,"1,337",
MN,2,(I),"Minge, David",DFL,"30,089",,"138,802",
MN,2,,"Bentz, Stan",IDP,263,,,
MN,2,,"Brekke, Gerald W.",IDP,292,,"7,875",
MN,2,,"Helwig, Ron",LBT,,,"1,929",
MN,2,,"Kennedy, Mark",R,"13,779",,"138,957",
MN,2,,"Wagner, Joe",R,"3,598",,,
MN,3,,"Niska, Arne",CON,111,,"2,970",
MN,3,,"Shuff, Sue",DFL,"29,841",,"98,219",
MN,3,,"Stanton, Darryl Tyree",DFL,"10,197",,,
MN,3,,"Odden, Bob",LBT,,,"5,302",
MN,3,(I),"Ramstad, Jim",R,"13,995",,"222,571",
MN,4,,"Skrivanek, Nicholas",CON,114,,"1,285",
MN,4,,"Coleman, Chris",DFL,"13,555",,,
MN,4,,"Hartnett, Cathie",DFL,"5,454",,,
MN,4,,"McCollum, Betty",DFL,"35,911",,"130,403",
MN,4,,"Novak, Steven G.",DFL,"16,332",,,
MN,4,,"Ellison, Pam (Pamela Joy)",IDP,434,,,
MN,4,,"Foley, Tom",IDP,750,,"55,899",
MN,4,,"Reagan, Patricia",R,"1,713",,,
MN,4,,"Runbeck, Linda",R,"10,722",,"83,852",
MN,5,,"Lavoi, Renee",CON,128,,"4,522",
MN,5,(I),"Sabo, Martin Olav",DFL,"55,879",,"176,629",
MN,5,,"Tomich, Rob",IDP,698,,"11,323",
MN,5,,"Charnstrom, Chuck P.",LBT,,,"4,480",
MN,5,,"Flynn, Chris",R,"2,815",,,
MN,5,,"Taylor, Frank",R,"4,837",,"58,191",
MN,6,,"Hubbard, Ralph A.",CON,242,,"8,584",
MN,6,(I),"Luther, Bill",DFL,"45,378",,"176,340",
MN,6,,"Kline, John",R,"19,029",,"170,900",
MN,7,,"Sivertson, Owen",CON,141,,"5,550",
MN,7,(I),"Peterson, Collin C.",DFL,"33,948",,"185,771",
MN,7,,"Edin, Aleta",R,"5,433",,,
MN,7,,"Menze, Glen",R,"10,258",,"79,175",
MN,8,(I),"Oberstar, James L.",DFL,"64,189",,"210,094",
MN,8,,"Darling, Mike",I,,,"19,667",
MN,8,,"Lemen, Bob",R,"7,197",,"79,890",
MN,8,,"Nelson, Warren L.",R,"7,179",,,
MS,1,,"Grist, Joe T. (Joey) Jr.",D,"10,662",,"59,763",
MS,1,,"Lawrence, Chris",LBT,,,"3,310",
MS,1,(I),"Wicker, Roger F.",R,"16,224",,"145,967",
MS,2,(I),"Thompson, Bennie G.",D,"21,177",,"112,777",
MS,2,,"Chipman, William G. (Will)",LBT,,,"4,305",
MS,2,,"Brown, Robert C.",R,"4,632",,,
MS,2,,"Caraway, Hardy",R,"5,135",,"54,090",
MS,2,,"Dilworth, Lee F.",REF,,,"2,135",
MS,3,,"Thrash, William",D,"10,213",,"54,151",
MS,3,,"Golden, Jonathan",LBT,,,"2,313",
MS,3,(I),"Pickering, Charles W. ""Chip""",R,"28,753",,"153,899",
MS,4,(I),"Shows, Ronnie",D,"21,665",,"115,732",
MS,4,,"Hopkins, Ernie John",LBT,,,"2,580",
MS,4,,"Lampton, Dunn",R,"16,929",,"79,218",
MS,4,,"Yoste, Geoffrey",R,"10,690",,,
MS,4,,"Pharr, Betty",REF,,,"1,504",
MS,5,(I),"Taylor, Gene",D,"11,496",,"153,264",
MS,5,,"Parker, Wayne L.",LBT,,,"3,002",
MS,5,,"McDonnell, Randy",R,"9,429","2,668","35,309",
MS,5,,"Mertz, Dr. Karl Cleveland",R,"5,574",,,
MS,5,,"Owens, Nicholas N.",R,"5,858","2,379",,
MS,5,,"Perrone, Katie",REF,,,"2,820",
MO,1,,"Bailey, Steven G.",D,"1,144",,,
MO,1,,"Clay, William Lacy",D,"34,398",,"149,173",
MO,1,,"Dooley, Charlie",D,"15,612",,,
MO,1,,"Haas, Bill (William C.)",D,"1,602",,,
MO,1,,"Mondrak, Joe",D,504,,,
MO,1,,"Vickers, Eric Erfan",D,"3,543",,,
MO,1,,"Reddick, Brenda (Ziah)",GRN,,,"3,099",
MO,1,,"Millay, Tamara A.",LBT,78,,"2,253",
MO,1,,"Billingsly, Z. Dwight",R,"5,399",,"42,730",
MO,1,,"Soluade, Richmond A.",R,"2,308",,,
MO,1,,"Penningroth, Robert",REF,29,,"1,092",
MO,2,,"House, Ted",D,"20,964",,"126,441",
MO,2,,"Odell, Mike",GRN,,,"2,907",
MO,2,,"Higgins, James",LBT,169,,"2,524",
MO,2,,"Akin, Todd",R,"14,911",,"164,926",
MO,2,,"Cooper, Barbara (Barb)",R,"10,538",,,
MO,2,,"Flotron, Francis E. (Franc) Jr.",R,"12,362",,,
MO,2,,"Jackson, Jack",R,"4,955",,,
MO,2,,"McNary, Gene",R,"14,855",,,
MO,2,,"Gimpelson, Richard J.",REF,60,,"1,264",
MO,3,(I),"Gephardt, Richard A. (Dick)",D,"40,111",,"147,222",
MO,3,,"Maroney, Mary",GRN,,,"3,266",
MO,3,,"Christen-Mitchell, Jeff",LBT,63,,,
MO,3,,"Crist, Michael H.",LBT,105,,"2,245",
MO,3,,"Federer, Bill",R,"24,387",,"100,967",
MO,3,,"Simpson, George",R,"3,052",,,
MO,3,,"Windisch, Anthony (Tony) J.",REF,78,,839,
MO,4,(I),"Skelton, Ike",D,"48,531",,"180,634",
MO,4,,"Knapp, Thomas L.",LBT,160,,"2,878",
MO,4,,"Brown, Bob",R,"17,516",,,
MO,4,,"Noland, Jim",R,"29,172",,"84,406",
MO,4,,"Rinehart, James Edward",REF,102,,"1,971",
MO,5,,"Lindsey, Charles",D,"6,013",,,
MO,5,(I),"McCarthy, Karen",D,"35,071",,"159,826",
MO,5,,"Reitz, Charles",GRN,,,"2,548",
MO,5,,"Newberry, Alan",LBT,366,,"2,350",
MO,5,,"Gordon, Steve",R,"7,906",,"66,439",
MO,5,,"Southworth, Chet",R,"3,694",,,
MO,5,,"Wright, Walter",R,"5,677",,,
MO,5,,"Carriger, Dennis M.",REF,149,,974,
MO,6,,"Cox, Ida",D,"6,151",,,
MO,6,,"Danner, Steve",D,"32,037",,"127,792",
MO,6,,"Mann, Tom",D,"10,056",,,
MO,6,,"Reeves, Sandra Lee",D,"9,084",,,
MO,6,,"Dykes, Jimmy",LBT,259,,"3,696",
MO,6,,"Richey, Marie",NL,,,"2,788",
MO,6,,"Bailey, Jeff",R,"4,575",,,
MO,6,,"Dady, John",R,"1,122",,,
MO,6,,"DeSelms, Jack C.",R,901,,,
MO,6,,"Graves, Samuel B. (Sam) Jr.",R,"30,014",,"138,925",
MO,6,,"Loar, Teresa Anne",R,"7,493",,,
MO,7,,"Christrup, Charles",D,"14,196",,"65,510",
MO,7,,"Burlison, Doug",LBT,143,,"2,965",
MO,7,,"Harris, Sharalyn",NL,,,"2,169",
MO,7,(I),"Blunt, Roy",R,"62,711",,"202,305",
MO,7,,"Harman, Mike",R,"9,856",,,
MO,7,,"Lapham, Ron",REF,52,,988,
MO,8,,"Camp, Bob",D,"29,990",,"67,760",
MO,8,,"Durnell, Earl",D,"22,531",,,
MO,8,,"Sager, Tom",GRN,,,"1,739",
MO,8,,"Hendricks, John B. Jr.",LBT,129,,"2,328",
MO,8,(I),"Emerson, Jo Ann",R,"36,957",,"162,239",
MO,9,,"Carroll, Steven R.",D,"37,465",,"111,662",
MO,9,,"Glawson, Michael Charles",D,"10,231",,,
MO,9,,"Terry, Joe Cefius",D,"6,618",,,
MO,9,,"Scherubel, Devin M.",GRN,,,"2,388",
MO,9,,"Hoffman, Robert",LBT,213,,"3,608",
MO,9,(I),"Hulshof, Kenny",R,"34,649",,"172,787",
MO,9,,"Dotson, Steven D.",REF,58,,"1,165",
MT,1,,"Keenan, Nancy",D,"86,114",,"189,971",
MT,1,,"Tikalsky, James J.",LBT,Unopposed,,"9,132",
MT,1,,"Rehberg, Dennis",R,"98,646",,"211,418",
MT,1,,"Ferren, Glen",W,,,2,
NE,1,,Write-In,(N)NL,3,,,
NE,1,,"Jacobsen, Alan",D,"25,278",,"72,859",
NE,1,,Write-In,D,239,,,
NE,1,,"Oenbring, David",LBT,33,,"6,147",
NE,1,,"Jacobsen, Alan",N(D),662,,,
NE,1,,Write-In,N(D),17,,,
NE,1,,"Oenbring, David",N(LBT),44,,,
NE,1,,Write-In,N(LBT),1,,,
NE,1,,"Bereuter, Doug",N(R),"1,230",,,
NE,1,,Write-In,N(R),53,,,
NE,1,,Write-In,NL,1,,,
NE,1,(I),"Bereuter, Doug",R,"49,135",,"155,485",
NE,1,,Write-In,R,463,,,
NE,1,,Scattered,W,,,207,
NE,2,,Write-In,(N)NL,1,,,
NE,2,,"Johnson, Allen C.",D,"13,064",,,
NE,2,,"Kiel, Shelley",D,"28,963",,"70,268",
NE,2,,Write-In,D,241,,,
NE,2,,"Graziano, John J.",LBT,93,,"6,856",
NE,2,,Write-In,LBT,6,,,
NE,2,,"Johnson, Allen C.",N(D),660,,,
NE,2,,"Kiel, Shelley",N(D),"1,615",,,
NE,2,,Write-In,N(D),18,,,
NE,2,,"Graziano, John J.",N(LBT),25,,,
NE,2,,Write-In,N(LBT),0,,,
NE,2,,"Terry, Lee",N(R),"2,861",,,
NE,2,,Write-In,N(R),114,,,
NE,2,,Write-In,NL,0,,,
NE,2,(I),"Terry, Lee",R,"52,835",,"148,911",
NE,2,,Write-In,R,644,,,
NE,2,,Scattered,W,,,245,
NE,3,,Write-In,(N)NL,4,,,
NE,3,,"Reynolds, Roland E.",D,"23,220",,"34,944",
NE,3,,Write-In,D,217,,,
NE,3,,"Hickman, Jerry",LBT,22,,"4,909",
NE,3,,Write-In,LBT,2,,,
NE,3,,"Reynolds, Roland E.",N(D),144,,,
NE,3,,Write-In,N(D),1,,,
NE,3,,"Hickman, Jerry",N(LBT),15,,,
NE,3,,Write-In,N(LBT),3,,,
NE,3,,"Gale, John A.",N(R),136,,,
NE,3,,"Osborne, Tom",N(R),320,,,
NE,3,,"Wilmot, Kathy",N(R),109,,,
NE,3,,Write-In,N(R),0,,,
NE,3,,Write-In,NL,0,,,
NE,3,,"Gale, John A.",R,"12,417",,,
NE,3,,"Osborne, Tom",R,"52,118",,"182,117",
NE,3,,"Wilmot, Kathy",R,"9,018",,,
NE,3,,Write-In,R,26,,,
NE,3,,Scattered,W,,,123,
NV,1,,"Swenson, W.G. ""Swannie""",CF,,,"1,546",
NV,1,(I),"Berkley, Shelley",D,Unopposed,,"118,469",
NV,1,,"Hansen, Christopher H.",IAP,,,"3,933",
NV,1,,"Schneider, Charles",LBT,,,"4,011",
NV,1,,"Blockey, Jim",R,"4,698",,,
NV,1,,"Porter, Jon",R,"18,683",,"101,276",
NV,1,,"Price, Nancy",R,"5,313",,,
NV,2,,"Brenneman, Ken",CF,,,"2,367",
NV,2,,"Cahill, Tierney",D,Unopposed,,"106,379",
NV,2,,"Laws, A. Charles",GRN,,,"5,547",
NV,2,,"Hansen, Daniel",IAP,,,"5,582",
NV,2,,"Savage, Terry ""Curt""",LBT,,,"5,343",
NV,2,,"Winquist, Robert W.",NL,,,"1,143",
NV,2,(I),"Gibbons, Jim",R,"68,917",,"229,608",
NV,2,,None of These Candidates,R,18,,,
NV,2,,"Tracy, Mitchell T.",R,"7,986",,,
NH,1,,"Clark, Martha Fuller",D,"29,164",,"128,387",
NH,1,,"Bevill, ""Bob""",I,,,,
NH,1,,"Belforti, Dan",LBT,,,"5,713",
NH,1,(I),"Sununu, John E.",R,"45,798",,"150,609",
NH,1,,Scattered,W,,,153,
NH,1,,Scattered,W(D),182,,,
NH,1,,"Sununu, John E.",W(D),70,,,
NH,1,,"Clark, Martha Fuller",W(R),90,,,
NH,1,,Scattered,W(R),189,,,
NH,2,,"Kendel, Roy",CAM,,,"2,204",
NH,2,,"Brannen, Barney",D,"20,496",,"110,367",
NH,2,,"Jackman, Norman H. ""NH""",D,"9,291",,,
NH,2,,"Kendel, Roy",I,,,,
NH,2,,"Christeson, Brian",LBT,,,"6,188",
NH,2,(I),"Bass, Charles",R,"44,928",,"152,581",
NH,2,,Scattered,W,,,215,
NH,2,,"Bass, Charles",W(D),130,,,
NH,2,,Scattered,W(D),118,,,
NH,2,,"Brannen, Barney",W(R),146,,,
NH,2,,"Jackman, Norman H. ""NH""",W(R),14,,,
NH,2,,Scattered,W(R),292,,,
NJ,1,(I),"Andrews, Robert E.",D,"38,737",,"167,327",
NJ,1,,"Parrish, Catherine L.",I (GRN),,,"3,090",
NJ,1,,"Forchion, Edward",I (LMP),,,"1,959",
NJ,1,,"Patalivo, Joseph A.",I (NJC),,,781,
NJ,1,,"Cathcart, Charlene",R,"9,877",,"46,455",
NJ,2,,"Farkas, Steven A.",D,"3,168",,,
NJ,2,,"Janosik, Edward G.",D,"14,148",,"74,632",
NJ,2,,"Gabrielsky, Robert",I (GRN),,,"3,252",
NJ,2,,"Rozzo, Constantino",I (SOC),,,788,
NJ,2,(I),"LoBiondo, Frank A.",R,"28,834",,"155,187",
NJ,3,,"Levin, Susan Bass",D,"24,241",,"112,848",
NJ,3,,"Kromash, Aaron M.",I (GRN),,,"2,515",
NJ,3,,"Wahner, Norman E.",I (NJC),,,719,
NJ,3,,"Feduniewicz, Ken",I (REF),,,948,
NJ,3,(I),"Saxton, Jim",R,"25,280",,"157,053",
NJ,4,,"Gusciora, Reed",D,"18,952",,"87,956",
NJ,4,,"Chaifetz, Stuart",I (GRN),,,"3,627",
NJ,4,,"Teel, Paul D.",I (UC),,,712,
NJ,4,(I),"Smith, Christopher H.",R,"20,062",,"158,515",
NJ,5,,"Mercurio, Linda A.",D,"14,743",,"81,715",
NJ,5,,"King, Michael ""MJ""",I (GRN),,,"5,329",
NJ,5,,"McCafferty, Robert J.",I (NJI),,,"4,095",
NJ,5,,"Hamilton, Helen",I (NL),,,481,
NJ,5,,"Goodman, Ira W.",I (REF),,,"1,358",
NJ,5,,"Garrett, E. Scott",R,"21,051",,,
NJ,5,(I),"Roukema, Marge",R,"23,043",,"175,546",
NJ,6,(I),"Pallone, Frank Jr.",D,"24,475",,"141,698",
NJ,6,,"Gray, Earl",I (GRN),,,"4,252",
NJ,6,,"Kuzmak, Sylvia",I (NJC),,,328,
NJ,6,,"Zaletel, Karen",I (REF),,,"1,120",
NJ,6,,"Hutchins, Charles T.",R,"2,930",,,
NJ,6,,"Kennedy, Brian T.",R,"5,683",,"62,454",
NJ,7,,"Connelly, Maryanne",D,"14,931",,"113,479",
NJ,7,,"Farley, Joel",D,585,,,
NJ,7,,"Golkin, Jeffrey",D,"2,698",,,
NJ,7,,"Lapolla, Mike",D,"14,637",,,
NJ,7,,"Coleman, Jerry L.",I (GRN),,,"5,444",
NJ,7,,"Young, Darren",I (LBT),,,973,
NJ,7,,"Gianella, Shawn",I (NJC),,,386,
NJ,7,,"Johnson, Mary T.",I (NL),,,283,
NJ,7,,"Ferguson, Mike",R,"10,748",,"128,434",
NJ,7,,"Kean, Tom Jr.",R,"7,358",,,
NJ,7,,"Morrisey, Patrick",R,"2,284",,,
NJ,7,,"Weingarten, Joel M.",R,"6,089",,,
NJ,8,(I),"Pascrell, Bill Jr.",D,"23,701",,"134,074",
NJ,8,,"Fortunato, Joseph A.",I (GRN),,,"4,469",
NJ,8,,"Sargis, Viji",I (NJI),,,983,
NJ,8,,"Fusco, Anthony Jr.",R,"8,690",,"60,606",
NJ,8,,"George, Bernard Anthony",R,"2,325",,,
NJ,9,(I),"Rothman, Steven R.",D,"25,686",,"140,462",
NJ,9,,"Pell, Lewis",I (GRN),,,"2,273",
NJ,9,,"Perrone, Michael Jr.",I (IPR),,,"1,072",
NJ,9,,"Corriston, Robert",I (NJC),,,980,
NJ,9,,"Tedeschi, Joseph",R,"7,091",,"61,984",
NJ,10,(I),"Payne, Donald M.",D,"45,880",,"133,073",
NJ,10,,"Williams, Maurice",I (SWP),,,536,
NJ,10,,"Weber, Dirk B.",R,"1,492",,"18,436",
NJ,11,,"Scollo, John P.",D,"15,419",,"80,958",
NJ,11,,"Pickarski, John",I (GRN),,,"5,199",
NJ,11,,"Spinosa, James E.",I (NJC),,,"1,541",
NJ,11,(I),"Frelinghuysen, Rodney P.",R,"35,820",,"186,140",
NJ,12,(I),"Holt, Rush",D,"27,104",,"146,162",
NJ,12,,"Mayer, Carl",I (GRN),,,"5,811",
NJ,12,,"Winslow, Worth",I (LBT),,,"1,225",
NJ,12,,"Desmond, John P.",I (NJC),,,"1,233",
NJ,12,,"Pappas, Mike",R,"11,692",,,
NJ,12,,"Zimmer, Dick",R,"19,084",,"145,511",
NJ,13,(I),"Menendez, Robert",D,"38,651",,"117,856",
NJ,13,,"Hester, Dick",I (CON),,,562,
NJ,13,,"Meliere, Claudette C.",I (GRN),,,"2,741",
NJ,13,,"Fonteboa, Alina Lydia",I (ICE),,,233,
NJ,13,,"Shaw, Herbert H.",I (PC),,,357,
NJ,13,,"Sachs, Kari",I (SWP),,,168,
NJ,13,,"de Leon, Theresa",R,"2,045",,"27,849",
NJ,13,,"Munoz, Carlos E.",R,849,,,
NJ,13,,"Turner, Harold ""Hal""",R,661,,,
NM,1,,"Bregman, Sam",D,"12,824",,,
NM,1,,"Kelly, John J.",D,"16,212",,"92,187",
NM,1,,"Wertheim, John V.",D,"9,209",,,
NM,1,,"Kerlinsky, Daniel",GRN,,,"13,656",
NM,1,(I),"Wilson, Heather A.",R,"25,063",,"107,296",
NM,1,,"Kerlinsky, Daniel",W(G),154,,,
NM,2,,"Montoya, Michael A.",D,"19,388",,"72,614",
NM,2,,"Runnels, Michael",D,"18,185",,,
NM,2,(I),"Skeen, Joe",R,"23,112",,"100,742",
NM,2,,"Provencio, Carlos R.",W(G),132,,,
NM,3,,"Lobato, Francesca",D,"10,441",,,
NM,3,(I),"Udall, Tom",D,"49,585",,"135,040",
NM,3,,"Lutz, Lisa L.",R,"19,030",,"65,979",
NY,1,,"Grucci, Felix J. Jr.",C,Unopposed,,"7,569",
NY,1,,"Grucci, Felix J. Jr.",Combined,,,,"100,266"
NY,1,(I),"Forbes, Michael P.",D,"6,042",,,
NY,1,,"Seltzer, Regina",D,"6,077",,"97,299",
NY,1,,"Holst, William G.",GRN,41,,"2,967",
NY,1,,"Fisher, Jack R.",IDP,126,,,
NY,1,,"Grucci, Felix J. Jr.",IDP,200,,"5,702",
NY,1,,"Grucci, Felix J. Jr.",R,Unopposed,,"111,003",
NY,1,,"Grucci, Felix J. Jr.",RTL,Unopposed,,"8,746",
NY,1,,"Englebright, Steven",W(GRN),2,,,
NY,1,,"Forbes, Michael",W(GRN),4,,,
NY,1,,"Forbes, Michael P.",WF,Unopposed,,"6,318",
NY,2,,"Johnson, Joan B.",C,672,,,
NY,2,,"Thompson, Richard N.",C,732,,"10,824",
NY,2,,"Bishop, David A.",Combined,,,,"65,880"
NY,2,,"Bishop, David A.",D,"5,449",,,
NY,2,,"Grant, Ghenya B.",D,"1,785",,,
NY,2,,"Isreal, Steve J.",D,"6,004",,"90,438",
NY,2,,"Bishop, David A.",GRN,Unopposed,,"1,404",
NY,2,,"Bishop, David A.",IDP,177,,"7,595",
NY,2,,"Lite, Justin N.",IDP,120,,,
NY,2,,"Johnson, Joan B.",R,"6,823",,"65,880",
NY,2,,"Walsh, Robert T.",R,"4,255",,,
NY,2,,"Walsh, Robert T.",RTL,Unopposed,,"11,224",
NY,2,,Scattered,W(C),2,,,
NY,2,,Scattered,W(D),1,,,
NY,2,,"Bishop, David A.",WF,Unopposed,,"1,267",
NY,3,,"King, Peter T.",C,Unopposed,,"7,158",
NY,3,(I),"King, Peter T.",Combined,,,,"98,685"
NY,3,,"LaMagna, Dal",Combined,,,,"98,685"
NY,3,,"LaMagna, Dal",D,Unopposed,,"91,948",
NY,3,,"LaMagna, Dal",GRN,Unopposed,,"2,260",
NY,3,,"King, Peter T.",IDP,Unopposed,,"4,477",
NY,3,,"Olchin, Selma",L,Unopposed,,"1,515",
NY,3,,"King, Peter T.",R,"8,651",,"122,820",
NY,3,,"Previdi, Robert",R,"2,495",,,
NY,3,,"King, Peter T.",RTL,Unopposed,,"8,671",
NY,3,,"LaMagna, Dal",WF,Unopposed,,"1,579",
NY,4,,"Becker, Gregory R.",C,Unopposed,,"4,996",
NY,4,,"Becker, Gregory R.",Combined,,,,"133,879"
NY,4,(I),"McCarthy, Carolyn",Combined,,,,"135,101"
NY,4,,"McCarthy, Carolyn",D,Unopposed,,"128,688",
NY,4,,"McCarthy, Carolyn",IDP,Unopposed,,"5,191",
NY,4,,"Vitanza, Barbara",L,Unopposed,,"1,222",
NY,4,,"Becker, Gregory R.",R,Unopposed,,"75,650",
NY,4,,"Becker, Gregory R.",RTL,Unopposed,,"7,184",
NY,4,,"McCarthy, Carolyn",WF,Unopposed,,"2,824",
NY,5,,"Elkowitz, Edward",C,Unopposed,,"5,038",
NY,5,(I),"Ackerman, Gary L.",Combined,,,,"137,684"
NY,5,,"Elkowitz, Edward",Combined,,,,"132,071"
NY,5,,"Ackerman, Gary L.",D,Unopposed,,"127,233",
NY,5,,"Ackerman, Gary L.",IDP,Unopposed,,"4,838",
NY,5,,"Ackerman, Gary L.",L,Unopposed,,"2,904",
NY,5,,"Elkowitz, Edward",R,Unopposed,,"56,046",
NY,5,,"Robinson, Anne T.",RTL,Unopposed,,"3,846",
NY,5,,"Ackerman, Gary L.",WF,Unopposed,,"2,709",
NY,6,(I),"Meeks, Gregory W.",Combined,,,,"120,818"
NY,6,,"Meeks, Gregory W.",D,Unopposed,,"117,194",
NY,6,,"Meeks, Gregory W.",WF,Unopposed,,"3,624",
NY,7,,"Hurley, Robert E.",C,Unopposed,,"3,131",
NY,7,(I),"Crowley, Joseph",D,Unopposed,,"78,207",
NY,7,,"Gilman, Paul",GRN,Unopposed,,"1,999",
NY,7,,"Birtley, Rose Robles",R,Unopposed,,"24,592",
NY,7,,"Christea, Garafalia",RTL,Unopposed,,"1,172",
NY,8,,"LaBella, Anthony A.",C,Unopposed,,"1,849",
NY,8,(I),"Nadler, Jerrold L.",Combined,,,,"145,726"
NY,8,,"Nadler, Jerrold L.",D,Unopposed,,"139,936",
